  ,COMMESSA,ORE
  ,"     25/323  ""BIME ELEVATORI SRL""",72.77
  ,"          IMBA  "" IMBALLAGGIO""",12.73
  ,"          NEST  "" TAGLIO / NESTING""",10.88
  ,"          PIEG  "" PIEGATURA""",17.84
  ,"          PROG  "" PROGETTAZIONE""",21.87
  ,"          SALD  "" SALDATURA""",9.45
  ,"     25/324  ""RIAM ASCENSORI SRL""",70.76
  ,"          IMBA  "" IMBALLAGGIO""",22.54
  ,"          NEST  "" TAGLIO / NESTING""",7.46
  ,"          PIEG  "" PIEGATURA""",18.89
  ,"          PROG  "" PROGETTAZIONE""",14.03
  ,"          SALD  "" SALDATURA""",7.84
  ,"     25/326  ""RIAM ASCENSORI SRL""",83.22
  ,"          IMBA  "" IMBALLAGGIO""",22.67
  ,"          NEST  "" TAGLIO / NESTING""",4.08
  ,"          PIEG  "" PIEGATURA""",15.52
  ,"          PROG  "" PROGETTAZIONE""",35.12
  ,"          SALD  "" SALDATURA""",5.83
  ,"     25/327  ""RIAM ASCENSORI SRL""",46.76
  ,"          IMBA  "" IMBALLAGGIO""",16.54
  ,"          NEST  "" TAGLIO / NESTING""",5.07
  ,"          PIEG  "" PIEGATURA""",14.56
  ,"          PROG  "" PROGETTAZIONE""",5.55
  ,"          SALD  "" SALDATURA""",5.04
  ,"     25/328  ""SAMER SRL""",38.27
  ,"          IMBA  "" IMBALLAGGIO""",8.93
  ,"          NEST  "" TAGLIO / NESTING""",0.85
  ,"          PIEG  "" PIEGATURA""",14.4
  ,"          PROG  "" PROGETTAZIONE""",5.83
  ,"          SALD  "" SALDATURA""",8.26
  ,"     25/329  ""ARE SRL""",31.32
  ,"          IMBA  "" IMBALLAGGIO""",5.71
  ,"          NEST  "" TAGLIO / NESTING""",6.31
  ,"          PIEG  "" PIEGATURA""",12.17
  ,"          PROG  "" PROGETTAZIONE""",5.84
  ,"          SALD  "" SALDATURA""",1.29
  ,"     25/330  ""ARE SRL""",44.3
  ,"          IMBA  "" IMBALLAGGIO""",10.1
  ,"          NEST  "" TAGLIO / NESTING""",6.58
  ,"          PIEG  "" PIEGATURA""",18.96
  ,"          PROG  "" PROGETTAZIONE""",5.52
  ,"          SALD  "" SALDATURA""",3.14
  ,"     25/331  ""ARE SRL""",38.31
  ,"          IMBA  "" IMBALLAGGIO""",8.03
  ,"          NEST  "" TAGLIO / NESTING""",2.55
  ,"          PIEG  "" PIEGATURA""",18.74
  ,"          PROG  "" PROGETTAZIONE""",7.27
  ,"          SALD  "" SALDATURA""",1.72
  ,"     25/332  ""AUFZUGBAU RANGGER MONTAGETECHNIK GMBH""",44.7
  ,"          IMBA  "" IMBALLAGGIO""",9.74
  ,"          NEST  "" TAGLIO / NESTING""",2.3
  ,"          PIEG  "" PIEGATURA""",12.45
  ,"          PROG  "" PROGETTAZIONE""",16.44
  ,"          SALD  "" SALDATURA""",3.77
  ,"     25/333  ""CONDOMINIO P.ZZA DIAZ 6""",3.76
  ,"          IMBA  "" IMBALLAGGIO""",0.93
  ,"          PIEG  "" PIEGATURA""",1.98
  ,"          PROG  "" PROGETTAZIONE""",0.85
  ,"     25/334  ""UPDINAMIC SRL""",138.4
  ,"          IMBA  "" IMBALLAGGIO""",18.36
  ,"          NEST  "" TAGLIO / NESTING""",8.95
  ,"          PIEG  "" PIEGATURA""",25.66
  ,"          PROG  "" PROGETTAZIONE""",57.71
  ,"          SALD  "" SALDATURA""",27.72
  ,"     25/335  ""MEDESY SRL""",0.98
  ,"          PROG  "" PROGETTAZIONE""",0.98
  ,"     25/336  ""USAPI SRL""",33.49
  ,"          IMBA  "" IMBALLAGGIO""",17.27
  ,"          NEST  "" TAGLIO / NESTING""",1.95
  ,"          PIEG  "" PIEGATURA""",6.44
  ,"          PROG  "" PROGETTAZIONE""",7.83
  ,"     25/337  ""BULGHERINI PU""",39.13
  ,"          IMBA  "" IMBALLAGGIO""",6.59
  ,"          NEST  "" TAGLIO / NESTING""",5.8
  ,"          PIEG  "" PIEGATURA""",10.59
  ,"          PROD  "" PRODUZIONE""",0.78
  ,"          PROG  "" PROGETTAZIONE""",11.34
  ,"          SALD  "" SALDATURA""",4.03
  ,"     25/338  ""ALPEMAC SRL""",55.67
  ,"          IMBA  "" IMBALLAGGIO""",13.45
  ,"          NEST  "" TAGLIO / NESTING""",3.35
  ,"          PIEG  "" PIEGATURA""",10.75
  ,"          PROG  "" PROGETTAZIONE""",4.5
  ,"          SALD  "" SALDATURA""",23.62
  ,"     25/339  ""NEULIFT SPA""",83.28
  ,"          IMBA  "" IMBALLAGGIO""",22.7
  ,"          NEST  "" TAGLIO / NESTING""",4.61
  ,"          PIEG  "" PIEGATURA""",17.75
  ,"          PROD  "" PRODUZIONE""",0.57
  ,"          PROG  "" PROGETTAZIONE""",27.13
  ,"          SALD  "" SALDATURA""",10.52
  ,"     25/340  ""E4 SRL""",88.74
  ,"          IMBA  "" IMBALLAGGIO""",60.79
  ,"          NEST  "" TAGLIO / NESTING""",5.13
  ,"          PIEG  "" PIEGATURA""",20.72
  ,"          SALD  "" SALDATURA""",2.1
  ,"     25/341  ""ARE SRL""",49.34
  ,"          IMBA  "" IMBALLAGGIO""",4.64
  ,"          NEST  "" TAGLIO / NESTING""",2.87
  ,"          PIEG  "" PIEGATURA""",19.57
  ,"          PROG  "" PROGETTAZIONE""",20.03
  ,"          SALD  "" SALDATURA""",2.23
  ,"     25/342  ""ARE SRL""",39.39
  ,"          IMBA  "" IMBALLAGGIO""",5.81
  ,"          NEST  "" TAGLIO / NESTING""",3.53
  ,"          PIEG  "" PIEGATURA""",13.32
  ,"          PROG  "" PROGETTAZIONE""",11.18
  ,"          SALD  "" SALDATURA""",5.55
  ,"     25/343  ""ARE SRL""",49.53
  ,"          IMBA  "" IMBALLAGGIO""",11.1
  ,"          NEST  "" TAGLIO / NESTING""",4.28
  ,"          PIEG  "" PIEGATURA""",18.21
  ,"          PROG  "" PROGETTAZIONE""",11.52
  ,"          SALD  "" SALDATURA""",4.42
  ,"     25/344  ""GLATT TECHNOLOGY SOLUTIONS GMBH""",4.21
  ,"          PROG  "" PROGETTAZIONE""",4.21
  ,"     25/345  ""TVM SRL""",128.04
  ,"          IMBA  "" IMBALLAGGIO""",16.2
  ,"          NEST  "" TAGLIO / NESTING""",2.55
  ,"          PIEG  "" PIEGATURA""",19.44
  ,"          PROG  "" PROGETTAZIONE""",79.23
  ,"          SALD  "" SALDATURA""",10.62
  ,"     25/346  ""RIAM ASCENSORI SRL""",3.02
  ,"          IMBA  "" IMBALLAGGIO""",0.37
  ,"          PIEG  "" PIEGATURA""",0.65
  ,"          PROD  "" PRODUZIONE""",2.0
  ,"     25/347  ""OMP SRL""",53.24
  ,"          IMBA  "" IMBALLAGGIO""",12.04
  ,"          NEST  "" TAGLIO / NESTING""",2.46
  ,"          PIEG  "" PIEGATURA""",16.36
  ,"          PROG  "" PROGETTAZIONE""",13.73
  ,"          SALD  "" SALDATURA""",8.65
  ,"     25/348  ""OMP SRL""",52.42
  ,"          IMBA  "" IMBALLAGGIO""",15.7
  ,"          NEST  "" TAGLIO / NESTING""",5.14
  ,"          PIEG  "" PIEGATURA""",11.47
  ,"          PROG  "" PROGETTAZIONE""",10.98
  ,"          SALD  "" SALDATURA""",9.13
  ,"     25/349  ""RIAM ASCENSORI SRL""",56.73
  ,"          IMBA  "" IMBALLAGGIO""",14.07
  ,"          NEST  "" TAGLIO / NESTING""",6.19
  ,"          PIEG  "" PIEGATURA""",18.78
  ,"          PROD  "" PRODUZIONE""",0.18
  ,"          PROG  "" PROGETTAZIONE""",10.67
  ,"          SALD  "" SALDATURA""",6.84
  ,"     25/350  ""SCHINDLER SPA""",22.24
  ,"          IMBA  "" IMBALLAGGIO""",6.92
  ,"          NEST  "" TAGLIO / NESTING""",0.99
  ,"          PIEG  "" PIEGATURA""",6.36
  ,"          PROG  "" PROGETTAZIONE""",6.45
  ,"          SALD  "" SALDATURA""",1.52
  ,"     25/351  ""COMPAGNIA SIDERURGICA SPA""",204.8
  ,"          IMBA  "" IMBALLAGGIO""",75.14
  ,"          NEST  "" TAGLIO / NESTING""",11.22
  ,"          PIEG  "" PIEGATURA""",34.89
  ,"          PROD  "" PRODUZIONE""",5.35
  ,"          PROG  "" PROGETTAZIONE""",58.45
  ,"          SALD  "" SALDATURA""",19.75
  ,"     25/352  ""BIME ELEVATORI SRL""",35.2
  ,"          IMBA  "" IMBALLAGGIO""",8.96
  ,"          NEST  "" TAGLIO / NESTING""",1.56
  ,"          PIEG  "" PIEGATURA""",17.93
  ,"          PROG  "" PROGETTAZIONE""",6.05
  ,"          SALD  "" SALDATURA""",0.7
  ,"     25/353  ""BIME ELEVATORI SRL""",42.71
  ,"          IMBA  "" IMBALLAGGIO""",10.45
  ,"          NEST  "" TAGLIO / NESTING""",3.06
  ,"          PIEG  "" PIEGATURA""",11.7
  ,"          PROG  "" PROGETTAZIONE""",14.4
  ,"          SALD  "" SALDATURA""",3.1
  ,"     25/354  ""ELECTRO-LIFT SRL""",63.99
  ,"          IMBA  "" IMBALLAGGIO""",5.84
  ,"          NEST  "" TAGLIO / NESTING""",4.22
  ,"          PIEG  "" PIEGATURA""",23.96
  ,"          PROD  "" PRODUZIONE""",0.22
  ,"          PROG  "" PROGETTAZIONE""",18.97
  ,"          SALD  "" SALDATURA""",10.78
  ,"     25/355  ""RIAM ASCENSORI SRL""",1.05
  ,"          PIEG  "" PIEGATURA""",1.05
  ,"     25/356  ""ARE SRL""",34.19
  ,"          IMBA  "" IMBALLAGGIO""",9.29
  ,"          NEST  "" TAGLIO / NESTING""",5.47
  ,"          PIEG  "" PIEGATURA""",7.24
  ,"          PROG  "" PROGETTAZIONE""",5.19
  ,"          SALD  "" SALDATURA""",7.0
  ,"     25/357  ""ARE SRL""",42.05
  ,"          IMBA  "" IMBALLAGGIO""",16.51
  ,"          NEST  "" TAGLIO / NESTING""",2.43
  ,"          PIEG  "" PIEGATURA""",11.67
  ,"          PROG  "" PROGETTAZIONE""",7.54
  ,"          SALD  "" SALDATURA""",3.9
  ,"     25/358  ""ARE SRL""",37.77
  ,"          IMBA  "" IMBALLAGGIO""",5.63
  ,"          NEST  "" TAGLIO / NESTING""",5.82
  ,"          PIEG  "" PIEGATURA""",13.96
  ,"          PROG  "" PROGETTAZIONE""",12.36
  ,"     25/359  ""ARE SRL""",23.5
  ,"          IMBA  "" IMBALLAGGIO""",4.97
  ,"          NEST  "" TAGLIO / NESTING""",3.92
  ,"          PIEG  "" PIEGATURA""",8.68
  ,"          PROG  "" PROGETTAZIONE""",4.81
  ,"          SALD  "" SALDATURA""",1.12
  ,"     25/360  ""ARE SRL""",25.5
  ,"          IMBA  "" IMBALLAGGIO""",6.03
  ,"          NEST  "" TAGLIO / NESTING""",3.09
  ,"          PIEG  "" PIEGATURA""",6.35
  ,"          PROG  "" PROGETTAZIONE""",8.23
  ,"          SALD  "" SALDATURA""",1.8
  ,"     25/361  ""DB ELEV SRL""",65.6
  ,"          IMBA  "" IMBALLAGGIO""",17.56
  ,"          NEST  "" TAGLIO / NESTING""",13.73
  ,"          PIEG  "" PIEGATURA""",11.92
  ,"          PROD  "" PRODUZIONE""",0.0
  ,"          PROG  "" PROGETTAZIONE""",14.57
  ,"          SALD  "" SALDATURA""",7.82
  ,"     25/363  ""ARNO MANETTI ASCENSORI SRL""",68.23
  ,"          IMBA  "" IMBALLAGGIO""",14.48
  ,"          NEST  "" TAGLIO / NESTING""",9.0
  ,"          PIEG  "" PIEGATURA""",10.14
  ,"          PROG  "" PROGETTAZIONE""",26.57
  ,"          SALD  "" SALDATURA""",8.04
  ,"     25/364  ""SELE LIFT SRL""",30.19
  ,"          IMBA  "" IMBALLAGGIO""",6.71
  ,"          NEST  "" TAGLIO / NESTING""",6.76
  ,"          PIEG  "" PIEGATURA""",6.06
  ,"          PROG  "" PROGETTAZIONE""",8.9
  ,"          SALD  "" SALDATURA""",1.76
  ,"     25/365  ""ALICRON SRL""",27.86
  ,"          IMBA  "" IMBALLAGGIO""",7.78
  ,"          NEST  "" TAGLIO / NESTING""",4.21
  ,"          PIEG  "" PIEGATURA""",7.1
  ,"          PROG  "" PROGETTAZIONE""",7.92
  ,"          SALD  "" SALDATURA""",0.85
  ,"     25/366  ""ESA ELECOMP SERVIZI ASCENSORI SRL""",5.91
  ,"          IMBA  "" IMBALLAGGIO""",0.88
  ,"          NEST  "" TAGLIO / NESTING""",0.38
  ,"          PIEG  "" PIEGATURA""",0.55
  ,"          PROG  "" PROGETTAZIONE""",4.1
  ,"     25/368  ""SAT SRL""",0.15
  ,"          IMBA  "" IMBALLAGGIO""",0.15
  ,"     25/369  ""KRON LIFT GMBH-SRL""",48.18
  ,"          IMBA  "" IMBALLAGGIO""",7.6
  ,"          NEST  "" TAGLIO / NESTING""",8.35
  ,"          PIEG  "" PIEGATURA""",12.83
  ,"          PROG  "" PROGETTAZIONE""",17.28
  ,"          SALD  "" SALDATURA""",2.12
  ,"     25/370  ""KRON LIFT GMBH-SRL""",59.88
  ,"          IMBA  "" IMBALLAGGIO""",18.35
  ,"          NEST  "" TAGLIO / NESTING""",6.56
  ,"          PIEG  "" PIEGATURA""",16.6
  ,"          PROD  "" PRODUZIONE""",0.42
  ,"          PROG  "" PROGETTAZIONE""",7.83
  ,"          SALD  "" SALDATURA""",10.12
  ,"     25/371  ""CENTER LIFT SRL""",0.55
  ,"          IMBA  "" IMBALLAGGIO""",0.25
  ,"          PROG  "" PROGETTAZIONE""",0.3
  ,"     25/372  ""GSB ASCENSORI SRL""",2.67
  ,"          IMBA  "" IMBALLAGGIO""",0.69
  ,"          NEST  "" TAGLIO / NESTING""",0.63
  ,"          PROG  "" PROGETTAZIONE""",1.35
  ,"     25/373  ""BIME ELEVATORI SRL""",13.78
  ,"          IMBA  "" IMBALLAGGIO""",2.24
  ,"          NEST  "" TAGLIO / NESTING""",0.62
  ,"          PIEG  "" PIEGATURA""",4.01
  ,"          PROG  "" PROGETTAZIONE""",6.91
  ,"     25/375  ""CENTER LIFT LOMBARDIA SRL""",32.39
  ,"          IMBA  "" IMBALLAGGIO""",10.82
  ,"          NEST  "" TAGLIO / NESTING""",4.05
  ,"          PIEG  "" PIEGATURA""",10.97
  ,"          PROG  "" PROGETTAZIONE""",6.55
  ,"     25/376  ""ARE SRL""",32.57
  ,"          IMBA  "" IMBALLAGGIO""",8.11
  ,"          NEST  "" TAGLIO / NESTING""",2.82
  ,"          PIEG  "" PIEGATURA""",11.31
  ,"          PROG  "" PROGETTAZIONE""",5.74
  ,"          SALD  "" SALDATURA""",4.59
  ,"     25/377  ""ARE SRL""",37.12
  ,"          IMBA  "" IMBALLAGGIO""",7.81
  ,"          NEST  "" TAGLIO / NESTING""",2.76
  ,"          PIEG  "" PIEGATURA""",14.19
  ,"          PROG  "" PROGETTAZIONE""",9.98
  ,"          SALD  "" SALDATURA""",2.38
  ,"     25/378  ""ARE SRL""",65.24
  ,"          IMBA  "" IMBALLAGGIO""",17.22
  ,"          NEST  "" TAGLIO / NESTING""",4.23
  ,"          PIEG  "" PIEGATURA""",17.62
  ,"          PROG  "" PROGETTAZIONE""",16.72
  ,"          SALD  "" SALDATURA""",9.45
  ,"     25/379  ""ARE SRL""",37.57
  ,"          IMBA  "" IMBALLAGGIO""",6.49
  ,"          NEST  "" TAGLIO / NESTING""",4.43
  ,"          PIEG  "" PIEGATURA""",13.01
  ,"          PROG  "" PROGETTAZIONE""",8.46
  ,"          SALD  "" SALDATURA""",5.18
  ,"     25/380  ""ARE SRL""",35.64
  ,"          IMBA  "" IMBALLAGGIO""",7.26
  ,"          NEST  "" TAGLIO / NESTING""",5.05
  ,"          PIEG  "" PIEGATURA""",10.67
  ,"          PROG  "" PROGETTAZIONE""",8.84
  ,"          SALD  "" SALDATURA""",3.82
  ,"     25/381  ""ARE SRL""",29.11
  ,"          IMBA  "" IMBALLAGGIO""",4.5
  ,"          NEST  "" TAGLIO / NESTING""",6.07
  ,"          PIEG  "" PIEGATURA""",5.84
  ,"          PROG  "" PROGETTAZIONE""",8.91
  ,"          SALD  "" SALDATURA""",3.79
  ,"     25/382  ""JAM SRL""",51.55
  ,"          IMBA  "" IMBALLAGGIO""",10.44
  ,"          NEST  "" TAGLIO / NESTING""",5.36
  ,"          PIEG  "" PIEGATURA""",12.67
  ,"          PROG  "" PROGETTAZIONE""",10.77
  ,"          SALD  "" SALDATURA""",12.31
  ,"     25/383  ""JOHANN SCHUM AUFZUGTECHNIK GMBH""",50.28
  ,"          IMBA  "" IMBALLAGGIO""",9.97
  ,"          NEST  "" TAGLIO / NESTING""",7.01
  ,"          PIEG  "" PIEGATURA""",12.11
  ,"          PROG  "" PROGETTAZIONE""",13.22
  ,"          SALD  "" SALDATURA""",7.97
  ,"     25/385  ""SCHINDLER SPA""",62.97
  ,"          IMBA  "" IMBALLAGGIO""",11.59
  ,"          NEST  "" TAGLIO / NESTING""",8.83
  ,"          PIEG  "" PIEGATURA""",15.87
  ,"          PROG  "" PROGETTAZIONE""",21.63
  ,"          SALD  "" SALDATURA""",5.05
  ,"     25/386  ""RIAM ASCENSORI SRL""",7.49
  ,"          IMBA  "" IMBALLAGGIO""",0.05
  ,"          NEST  "" TAGLIO / NESTING""",1.18
  ,"          PIEG  "" PIEGATURA""",4.2
  ,"          PROG  "" PROGETTAZIONE""",2.06
  ,"     25/387  ""PAPILLO ASCENSORI SRL""",51.33
  ,"          IMBA  "" IMBALLAGGIO""",11.75
  ,"          NEST  "" TAGLIO / NESTING""",10.31
  ,"          PIEG  "" PIEGATURA""",10.58
  ,"          PROG  "" PROGETTAZIONE""",12.86
  ,"          SALD  "" SALDATURA""",5.83
  ,"     25/388  ""MAD DI TOMASONI GIUSEPPE E C. SRL""",26.83
  ,"          IMBA  "" IMBALLAGGIO""",6.9
  ,"          NEST  "" TAGLIO / NESTING""",2.81
  ,"          PIEG  "" PIEGATURA""",9.24
  ,"          PROG  "" PROGETTAZIONE""",5.15
  ,"          SALD  "" SALDATURA""",2.73
  ,"     25/389  ""SCHINDLER SPA""",40.51
  ,"          IMBA  "" IMBALLAGGIO""",10.38
  ,"          NEST  "" TAGLIO / NESTING""",5.26
  ,"          PIEG  "" PIEGATURA""",12.91
  ,"          PROG  "" PROGETTAZIONE""",10.64
  ,"          SALD  "" SALDATURA""",1.32
  ,"     25/390  ""RIAM ASCENSORI SRL""",2.99
  ,"          IMBA  "" IMBALLAGGIO""",0.57
  ,"          PIEG  "" PIEGATURA""",0.6
  ,"          PROG  "" PROGETTAZIONE""",1.82
  ,"     25/391  ""VITALI ASCENSORI SRL""",2.18
  ,"          IMBA  "" IMBALLAGGIO""",0.58
  ,"          NEST  "" TAGLIO / NESTING""",0.55
  ,"          PROG  "" PROGETTAZIONE""",1.05
  ,"     25/392  ""BULGHERINI PU""",46.02
  ,"          IMBA  "" IMBALLAGGIO""",6.86
  ,"          NEST  "" TAGLIO / NESTING""",6.16
  ,"          PIEG  "" PIEGATURA""",19.62
  ,"          PROD  "" PRODUZIONE""",0.64
  ,"          PROG  "" PROGETTAZIONE""",7.35
  ,"          SALD  "" SALDATURA""",5.39
  ,"     25/393  ""DETTO SRL""",62.99
  ,"          IMBA  "" IMBALLAGGIO""",14.71
  ,"          NEST  "" TAGLIO / NESTING""",8.05
  ,"          PIEG  "" PIEGATURA""",16.29
  ,"          PROG  "" PROGETTAZIONE""",17.37
  ,"          SALD  "" SALDATURA""",6.57
  ,"     25/394  ""ARE SRL""",38.32
  ,"          IMBA  "" IMBALLAGGIO""",10.54
  ,"          NEST  "" TAGLIO / NESTING""",2.77
  ,"          PIEG  "" PIEGATURA""",13.5
  ,"          PROD  "" PRODUZIONE""",0.67
  ,"          PROG  "" PROGETTAZIONE""",6.33
  ,"          SALD  "" SALDATURA""",4.51
  ,"     25/395  ""ARE SRL""",46.22
  ,"          IMBA  "" IMBALLAGGIO""",9.65
  ,"          NEST  "" TAGLIO / NESTING""",6.32
  ,"          PIEG  "" PIEGATURA""",13.29
  ,"          PROG  "" PROGETTAZIONE""",14.28
  ,"          SALD  "" SALDATURA""",2.68
  ,"     25/396  ""CAMPANA 1942 SRL""",52.2
  ,"          IMBA  "" IMBALLAGGIO""",8.34
  ,"          NEST  "" TAGLIO / NESTING""",2.83
  ,"          PIEG  "" PIEGATURA""",11.39
  ,"          PROD  "" PRODUZIONE""",0.75
  ,"          PROG  "" PROGETTAZIONE""",24.52
  ,"          SALD  "" SALDATURA""",4.37
  ,"     25/397  ""ASCENSORI STASI""",94.21
  ,"          IMBA  "" IMBALLAGGIO""",19.21
  ,"          NEST  "" TAGLIO / NESTING""",12.15
  ,"          PIEG  "" PIEGATURA""",14.16
  ,"          PROD  "" PRODUZIONE""",0.0
  ,"          PROG  "" PROGETTAZIONE""",48.36
  ,"          SALD  "" SALDATURA""",0.33
  ,"     25/398  ""MAD DI TOMASONI GIUSEPPE E C. SRL""",41.2
  ,"          IMBA  "" IMBALLAGGIO""",9.48
  ,"          NEST  "" TAGLIO / NESTING""",8.56
  ,"          PIEG  "" PIEGATURA""",8.03
  ,"          PROG  "" PROGETTAZIONE""",6.69
  ,"          SALD  "" SALDATURA""",8.44
  ,"     25/399  ""USAPI SRL""",0.92
  ,"          IMBA  "" IMBALLAGGIO""",0.92
  ,"     25/400  ""LIFT 2000 GMBH-SRL""",61.95
  ,"          IMBA  "" IMBALLAGGIO""",16.65
  ,"          NEST  "" TAGLIO / NESTING""",6.0
  ,"          PIEG  "" PIEGATURA""",11.89
  ,"          PROG  "" PROGETTAZIONE""",19.23
  ,"          SALD  "" SALDATURA""",8.18
  ,"     25/402  ""SAT SRL""",70.69
  ,"          IMBA  "" IMBALLAGGIO""",16.26
  ,"          NEST  "" TAGLIO / NESTING""",8.89
  ,"          PIEG  "" PIEGATURA""",15.36
  ,"          SALD  "" SALDATURA""",30.18
  ,"     25/403  ""BAVARIA LIFTTECHNIK GMBH""",47.64
  ,"          IMBA  "" IMBALLAGGIO""",8.67
  ,"          NEST  "" TAGLIO / NESTING""",7.18
  ,"          PIEG  "" PIEGATURA""",15.11
  ,"          PROG  "" PROGETTAZIONE""",9.24
  ,"          SALD  "" SALDATURA""",7.44
  ,"     25/404  ""AMMAR SRL""",1.23
  ,"          PIEG  "" PIEGATURA""",1.23
  ,"     25/405  ""RIAM ASCENSORI SRL""",7.77
  ,"          IMBA  "" IMBALLAGGIO""",0.28
  ,"          NEST  "" TAGLIO / NESTING""",0.17
  ,"          PIEG  "" PIEGATURA""",5.6
  ,"          PROG  "" PROGETTAZIONE""",1.72
  ,"     25/406  ""ASCENSORI BOSSI SNC""",63.59
  ,"          IMBA  "" IMBALLAGGIO""",18.83
  ,"          NEST  "" TAGLIO / NESTING""",11.15
  ,"          PIEG  "" PIEGATURA""",15.08
  ,"          PROD  "" PRODUZIONE""",1.78
  ,"          PROG  "" PROGETTAZIONE""",9.05
  ,"          SALD  "" SALDATURA""",7.7
  ,"     25/407  ""CENTER LIFT SRL""",2.5
  ,"          IMBA  "" IMBALLAGGIO""",0.43
  ,"          PIEG  "" PIEGATURA""",0.6
  ,"          PROG  "" PROGETTAZIONE""",0.5
  ,"          SALD  "" SALDATURA""",0.97
  ,"     25/408  ""SCHINDLER SPA""",0.85
  ,"          IMBA  "" IMBALLAGGIO""",0.13
  ,"          PIEG  "" PIEGATURA""",0.72
  ,"     25/409  ""MODESTO SRL""",36.95
  ,"          IMBA  "" IMBALLAGGIO""",8.55
  ,"          NEST  "" TAGLIO / NESTING""",5.2
  ,"          PIEG  "" PIEGATURA""",13.32
  ,"          PROG  "" PROGETTAZIONE""",6.52
  ,"          SALD  "" SALDATURA""",3.36
  ,"     25/410  ""ESA ELECOMP SERVIZI ASCENSORI SRL""",66.84
  ,"          IMBA  "" IMBALLAGGIO""",10.92
  ,"          NEST  "" TAGLIO / NESTING""",6.04
  ,"          PIEG  "" PIEGATURA""",19.96
  ,"          PROG  "" PROGETTAZIONE""",24.15
  ,"          SALD  "" SALDATURA""",5.77
  ,"     25/411  ""ARE SRL""",74.61
  ,"          IMBA  "" IMBALLAGGIO""",9.68
  ,"          NEST  "" TAGLIO / NESTING""",4.72
  ,"          PIEG  "" PIEGATURA""",7.16
  ,"          PROG  "" PROGETTAZIONE""",47.22
  ,"          SALD  "" SALDATURA""",5.83
  ,"     25/412  ""ARE SRL""",47.26
  ,"          IMBA  "" IMBALLAGGIO""",9.25
  ,"          NEST  "" TAGLIO / NESTING""",5.14
  ,"          PIEG  "" PIEGATURA""",16.98
  ,"          PROG  "" PROGETTAZIONE""",7.4
  ,"          SALD  "" SALDATURA""",8.49
  ,"     25/413  ""ARE SRL""",63.8
  ,"          IMBA  "" IMBALLAGGIO""",8.59
  ,"          NEST  "" TAGLIO / NESTING""",9.22
  ,"          PIEG  "" PIEGATURA""",11.36
  ,"          PROG  "" PROGETTAZIONE""",31.02
  ,"          SALD  "" SALDATURA""",3.61
  ,"     25/414  ""ARE SRL""",34.64
  ,"          IMBA  "" IMBALLAGGIO""",10.81
  ,"          NEST  "" TAGLIO / NESTING""",3.77
  ,"          PIEG  "" PIEGATURA""",12.46
  ,"          PROG  "" PROGETTAZIONE""",5.6
  ,"          SALD  "" SALDATURA""",2.0
  ,"     25/415  ""ARE SRL""",0.6
  ,"          IMBA  "" IMBALLAGGIO""",0.6
  ,"     25/416  ""ARE SRL""",67.1
  ,"          IMBA  "" IMBALLAGGIO""",28.4
  ,"          NEST  "" TAGLIO / NESTING""",5.45
  ,"          PIEG  "" PIEGATURA""",12.37
  ,"          PROD  "" PRODUZIONE""",4.25
  ,"          PROG  "" PROGETTAZIONE""",8.73
  ,"          SALD  "" SALDATURA""",7.9
  ,"     25/417  ""ARE SRL""",30.8
  ,"          IMBA  "" IMBALLAGGIO""",7.94
  ,"          NEST  "" TAGLIO / NESTING""",6.07
  ,"          PIEG  "" PIEGATURA""",9.18
  ,"          PROG  "" PROGETTAZIONE""",4.37
  ,"          SALD  "" SALDATURA""",3.24
  ,"     25/418  ""ARE SRL""",41.22
  ,"          IMBA  "" IMBALLAGGIO""",8.58
  ,"          NEST  "" TAGLIO / NESTING""",8.92
  ,"          PIEG  "" PIEGATURA""",7.91
  ,"          PROG  "" PROGETTAZIONE""",6.92
  ,"          SALD  "" SALDATURA""",8.89
  ,"     25/419  ""ARE SRL""",46.46
  ,"          IMBA  "" IMBALLAGGIO""",9.81
  ,"          NEST  "" TAGLIO / NESTING""",10.33
  ,"          PIEG  "" PIEGATURA""",12.52
  ,"          PROG  "" PROGETTAZIONE""",8.83
  ,"          SALD  "" SALDATURA""",4.97
